Horizontal_Distance_To_Roadways,Soil_Type22,Soil_Type23,Soil_Type29,Horizontal_Distance_To_Fire_Points,Slope,Wilderness_Area4,Soil_Type39,Soil_Type38,Soil_Type2,Soil_Type40,Soil_Type4
2676,0,0,1,1953,15,0,0,0,0,0,0
1410,0,0,0,277,27,1,0,0,0,0,0
2308,0,0,0,1471,22,0,0,0,0,1,0
3302,0,0,1,5094,19,0,0,0,0,0,0
3157,0,0,0,3271,7,0,0,0,0,0,0
591,1,0,0,1621,7,0,0,0,0,0,0
1772,0,0,0,1332,10,0,0,0,0,0,0
1149,0,0,0,807,33,1,0,0,0,0,0
3944,0,0,0,4042,11,0,0,0,0,0,0
1670,0,0,0,1269,22,0,0,0,0,0,0
540,0,0,0,1233,11,0,0,0,0,0,0
1239,0,0,0,858,24,1,0,0,0,0,0
924,0,0,0,256,13,0,0,0,0,0,0
1328,0,0,1,2516,10,0,0,0,0,0,0
2355,0,0,0,2603,9,0,0,0,0,0,0
4662,0,1,0,4512,14,0,0,0,0,0,0
949,0,0,0,1320,22,0,0,0,0,0,0
4893,0,0,1,4537,12,0,0,0,0,0,0
1800,0,0,0,2647,13,0,0,0,0,0,0
360,0,0,0,313,28,1,0,0,1,0,0
3369,1,0,0,1189,20,0,0,0,0,0,0
1092,0,0,0,872,10,0,0,0,0,0,0
2598,0,0,0,674,31,0,0,0,0,0,0
2596,0,0,0,1415,18,0,0,0,0,0,0
511,0,0,0,624,11,0,0,0,0,0,0
1772,0,0,1,2792,10,0,0,0,0,0,0
1842,0,0,0,2065,3,0,0,0,0,0,0
2311,0,0,0,900,15,0,0,0,0,0,0
3287,0,0,0,2428,22,0,0,0,0,0,0
5733,1,0,0,2167,13,0,0,0,0,0,0
210,0,0,1,2486,11,0,0,0,0,0,0
924,0,0,0,1537,10,0,0,0,0,0,0
4002,0,0,0,3734,17,0,0,0,0,1,0
1806,0,0,0,927,9,0,0,0,0,0,0
30,0,0,0,819,6,1,0,0,0,0,0
1132,0,0,0,2823,3,0,0,0,0,0,0
1572,0,0,0,573,12,0,0,0,0,0,0
1436,0,0,0,1506,10,0,0,0,0,0,0
1533,0,0,0,430,22,0,0,0,0,0,0
1760,0,0,1,5163,19,0,0,0,0,0,0
1025,0,0,1,2513,18,0,0,0,0,0,0
3587,0,1,0,1290,7,0,0,0,0,0,0
6127,0,0,0,5013,21,0,0,0,0,0,0
300,0,0,0,1033,16,0,0,0,0,0,0
1698,0,0,0,2322,6,0,0,0,0,0,0
5660,0,0,1,1353,16,0,0,0,0,0,0
1240,0,0,1,937,20,0,0,0,0,0,0
937,0,0,0,1862,11,0,0,0,0,0,0
3887,0,0,1,1982,9,0,0,0,0,0,0
1784,0,1,0,2598,16,0,0,0,0,0,0
4244,0,0,0,1691,36,0,0,0,0,0,0
1395,0,0,0,2581,10,0,0,0,0,0,0
2949,0,0,1,2830,24,0,0,0,0,0,0
2372,0,0,0,2139,5,0,0,0,0,0,0
2394,0,0,0,1742,35,0,0,0,0,0,1
5073,0,0,0,3489,16,0,0,0,0,1,0
1345,0,0,0,1173,18,0,0,0,0,0,1
2096,0,0,0,1736,15,0,0,0,0,0,0
2361,0,0,0,2213,2,0,0,0,0,0,0
755,0,0,1,2663,7,0,0,0,0,0,0
1025,0,0,0,618,20,1,0,0,0,0,0
5255,0,0,0,4053,15,0,0,0,0,0,0
339,0,0,1,2670,15,0,0,0,0,0,0
4068,1,0,0,816,27,0,0,0,0,0,0
765,0,0,0,2182,6,0,0,0,0,0,0
510,0,0,0,192,22,1,0,0,0,0,0
5419,0,0,1,3944,10,0,0,0,0,0,0
5315,0,1,0,2084,6,0,0,0,0,0,0
3558,0,0,1,1312,20,0,0,0,0,0,0
5273,0,0,0,2300,2,0,0,0,0,0,0
4014,0,0,0,1114,30,0,0,0,0,0,0
2598,0,0,0,1130,18,0,0,0,0,0,0
2695,0,0,0,3582,2,0,0,0,0,0,0
2185,0,0,0,591,14,0,0,0,0,0,0
2095,0,0,0,2287,12,0,0,1,0,0,0
2519,0,0,0,1057,29,0,0,0,0,0,1
1289,0,0,0,2640,28,0,0,0,0,0,0
3584,0,0,1,534,13,0,0,0,0,0,0
4272,0,0,0,1020,6,0,0,1,0,0,0
1253,0,0,0,1693,15,0,0,0,0,0,0
1986,0,0,0,1323,14,0,0,0,0,0,0
2358,0,0,0,2981,10,0,0,0,0,0,0
2953,0,0,0,1041,16,0,0,0,0,0,0
1756,0,0,0,2699,14,0,0,0,0,0,0
4654,0,0,1,1756,14,0,0,0,0,0,0
1020,0,0,0,503,6,0,0,0,0,0,0
5419,0,0,1,3917,12,0,0,0,0,0,0
4568,0,1,0,2943,11,0,0,0,0,0,0
649,0,0,0,716,19,0,0,0,0,0,0
417,0,0,0,1539,11,0,0,0,0,0,0
1436,0,0,0,1087,25,0,0,0,0,0,0
924,1,0,0,1744,10,0,0,0,0,0,0
5221,0,0,0,3272,19,0,0,1,0,0,0
2863,0,0,1,376,6,0,0,0,0,0,0
1317,0,0,0,2060,9,0,0,0,0,0,0
1530,1,0,0,4926,21,0,0,0,0,0,0
6989,0,0,0,2608,8,0,0,0,0,0,0
1679,0,0,0,1239,30,0,0,0,0,0,0
938,0,0,1,6354,16,0,0,0,0,0,0
5032,0,0,1,800,1,0,0,0,0,0,0
1781,0,0,0,1340,16,0,0,0,0,0,0
888,0,0,0,1489,41,0,0,0,0,0,0
4140,0,0,0,5356,10,0,0,0,0,0,0
1041,0,0,0,612,25,0,0,0,0,0,0
2799,0,0,0,1321,12,0,0,0,0,0,0
2307,0,0,0,1008,17,0,0,0,0,0,0
3999,1,0,0,1401,19,0,0,0,0,0,0
598,0,0,0,1531,23,0,0,0,0,0,0
2313,0,0,0,1692,14,0,0,0,0,0,0
1872,0,0,0,1328,41,0,0,0,0,0,0
2952,1,0,0,2094,11,0,0,0,0,0,0
1538,0,0,0,1276,6,0,0,0,0,0,0
552,0,1,0,5750,16,0,0,0,0,0,0
285,0,0,0,1304,16,0,0,0,0,0,0
182,0,0,0,895,7,0,0,0,0,0,0
301,0,0,1,700,16,0,0,0,0,0,0
3178,0,0,0,1291,9,0,0,1,0,0,0
1317,0,0,0,2249,27,0,0,0,0,0,0
1401,0,0,0,576,18,1,0,0,0,0,0
2932,0,1,0,732,5,0,0,0,0,0,0
1150,0,0,0,4937,2,0,0,0,0,0,0
3990,0,0,1,808,19,0,0,0,0,0,0
4165,1,0,0,3485,20,0,0,0,0,0,0
1692,0,1,0,3078,6,0,0,0,0,0,0
5504,0,0,0,4643,14,0,0,0,0,0,0
1974,0,0,0,949,16,0,1,0,0,0,0
735,0,1,0,1431,7,0,0,0,0,0,0
2993,0,0,1,1648,7,0,0,0,0,0,0
655,0,0,0,421,7,0,0,0,0,0,0
3678,0,0,0,1624,9,0,1,0,0,0,0
1159,0,0,0,811,5,0,0,0,0,0,0
6470,0,0,0,2881,17,0,0,0,0,0,0
990,0,0,1,277,9,0,0,0,0,0,0
5094,0,0,1,2021,10,0,0,0,0,0,0
2670,0,1,0,883,7,0,0,0,0,0,0
497,0,0,0,300,38,1,0,0,0,0,0
883,0,0,1,258,3,0,0,0,0,0,0
3013,0,0,0,994,32,0,0,0,0,0,0
3814,0,0,1,6159,8,0,0,0,0,0,0
2652,0,0,0,1300,1,0,0,0,0,0,0
3353,0,1,0,2461,10,0,0,0,0,0,0
3115,0,0,0,942,12,0,0,0,0,0,0
3795,0,0,0,2005,12,0,0,1,0,0,0
931,0,0,0,702,2,0,0,1,0,0,0
2804,0,0,0,2010,8,0,0,0,0,0,0
1401,0,0,0,2839,15,0,0,0,0,0,0
725,0,0,0,1884,16,0,0,0,0,0,0
5738,0,0,1,1926,12,0,0,0,0,0,0
1383,1,0,0,277,22,0,0,0,0,0,0
1299,0,0,0,2135,20,0,0,0,0,0,0
2061,0,0,0,1110,29,0,0,0,0,0,0
1421,0,0,0,2296,12,0,0,0,0,0,0
2817,0,0,1,732,9,0,0,0,0,0,0
1052,0,0,0,2040,6,0,0,0,0,0,0
994,0,0,0,1450,25,0,0,0,0,0,0
5075,0,0,1,2040,8,0,0,0,0,0,0
2647,0,0,0,1592,8,0,0,1,0,0,0
6034,0,0,1,2825,9,0,0,0,0,0,0
1177,0,0,0,1484,12,0,0,0,0,0,0
2689,0,0,0,6673,4,0,0,0,0,0,0
1485,0,0,0,4138,17,0,0,0,0,0,0
4612,0,0,0,841,13,0,0,0,0,0,0
2240,0,0,0,1481,13,0,0,0,0,0,0
4770,0,1,0,1342,7,0,0,0,0,0,0
3745,0,0,0,458,3,0,0,0,0,0,0
1110,0,0,0,1861,7,0,0,0,0,0,0
2012,0,0,0,979,12,0,0,0,0,0,0
1554,0,1,0,1867,14,0,0,0,0,0,0
607,0,1,0,1944,15,0,0,0,0,0,0
872,0,0,0,1380,8,0,0,0,0,0,0
1800,0,0,0,1006,8,0,0,0,0,0,0
1661,0,0,0,624,20,0,0,0,0,0,0
1749,0,0,0,1761,11,0,0,0,0,0,0
1567,0,0,0,2045,9,0,0,0,0,1,0
2630,1,0,0,1124,6,0,0,0,0,0,0
1442,0,0,0,1865,14,0,0,0,0,1,0
1974,0,0,0,1383,22,0,0,0,0,0,0
4040,0,0,0,1100,48,0,0,0,0,0,0
646,0,0,0,1950,13,0,0,0,0,0,0
3432,0,0,0,162,10,0,0,1,0,0,0
1532,0,0,0,2032,15,0,0,1,0,0,0
2106,0,0,1,2244,6,0,0,0,0,0,0
1140,0,0,0,1756,17,0,0,0,0,0,0
4052,0,0,0,3482,29,0,0,0,0,0,0
1846,0,1,0,1738,6,0,0,0,0,0,0
4380,0,0,0,6275,10,0,0,0,0,0,0
4625,0,0,1,2638,8,0,0,0,0,0,0
3384,0,0,1,1702,14,0,0,0,0,0,0
2974,0,0,0,930,15,0,0,0,0,0,0
1273,0,0,0,430,27,1,0,0,0,0,0
745,0,0,0,1040,18,0,0,0,0,0,0
2419,0,0,0,2210,11,0,0,0,1,0,0
940,0,1,0,162,5,0,0,0,0,0,0
4268,0,0,1,2394,15,0,0,0,0,0,0
2068,0,0,1,2087,10,0,0,0,0,0,0
324,0,0,0,524,28,1,0,0,0,0,0
1931,0,0,0,3871,11,0,0,0,0,0,0
930,0,0,0,942,33,1,0,0,0,0,0
2531,0,0,0,1950,21,0,0,0,0,1,0
3845,0,0,1,5486,9,0,0,0,0,0,0
2762,0,0,0,2678,31,0,0,0,0,0,0
2630,0,0,0,1384,20,0,0,0,0,0,0
636,0,0,0,1833,14,0,0,0,0,0,0
3522,0,0,0,2773,8,0,0,0,0,0,0
247,0,0,0,883,38,1,0,0,0,0,0
2353,0,0,0,2518,23,0,1,0,0,0,0
800,0,1,0,618,5,0,0,0,0,0,0
1230,0,0,1,2030,13,0,0,0,0,0,0
4441,0,0,1,2650,14,0,0,0,0,0,0
3278,0,0,0,1294,3,0,0,0,0,0,0
3031,0,0,0,1518,21,0,0,0,0,0,0
1237,1,0,0,892,24,0,0,0,0,0,0
1116,0,0,0,1950,18,0,0,0,0,0,0
2565,0,0,0,979,21,0,0,0,0,0,0
2428,0,0,0,153,18,0,0,0,0,0,0
3368,0,0,0,2394,14,0,0,0,0,0,0
1530,0,0,0,3455,6,0,0,0,0,0,0
1124,0,0,0,799,26,1,0,0,0,0,0
2563,0,0,0,1749,24,0,0,0,0,0,0
3847,0,0,0,6047,14,0,0,0,0,0,0
5303,0,0,0,5261,5,0,0,0,0,0,0
342,0,0,0,1530,11,1,0,0,0,0,0
1298,1,0,0,3034,23,0,0,0,0,0,0
1708,0,0,0,1477,26,0,0,0,0,0,0
721,0,0,0,1485,16,1,0,0,0,0,0
4615,0,0,1,1732,10,0,0,0,0,0,0
1392,0,0,0,967,16,0,0,0,0,0,0
3074,0,0,0,6620,3,0,0,0,0,0,0
5884,0,0,1,1765,9,0,0,0,0,0,0
6329,0,0,1,4008,25,0,0,0,0,0,0
3045,0,0,0,3060,12,0,0,0,0,0,0
4056,0,1,0,2105,9,0,0,0,0,0,0
1982,0,0,0,942,20,0,0,0,0,0,0
864,0,0,0,845,22,1,0,0,1,0,0
1323,0,0,0,2713,24,0,0,0,0,0,1
1879,0,0,0,2230,21,0,0,0,0,0,0
2666,0,1,0,742,3,0,0,0,0,0,0
2181,0,0,0,4057,11,0,0,0,0,0,0
1442,0,0,0,2678,16,0,0,0,0,0,0
765,0,0,0,1209,18,0,0,0,0,0,0
1565,0,0,0,1790,9,0,0,0,0,0,0
5529,0,0,1,1082,11,0,0,0,0,0,0
524,0,0,0,2352,17,0,0,0,0,0,0
5497,0,0,1,433,13,0,0,0,0,0,0
3036,0,0,0,3234,14,0,0,0,0,0,0
1392,0,0,0,2185,18,0,0,0,0,0,0
2305,0,0,0,1718,15,0,0,0,0,0,0
1657,0,0,0,1434,22,0,0,0,1,0,0
216,0,0,0,859,25,1,0,0,0,0,1
764,0,1,0,2890,17,0,0,0,0,0,0
1343,0,0,0,376,19,0,0,0,0,0,0
6391,0,0,1,2854,5,0,0,0,0,0,0
3181,0,0,0,391,15,0,0,0,0,0,0
636,0,0,0,366,28,1,0,0,0,0,0
2263,0,0,0,700,25,0,0,0,0,0,0
1290,0,0,1,1931,17,0,0,0,0,0,0
1638,0,0,0,658,28,0,1,0,0,0,0
1590,0,0,1,1956,11,0,0,0,0,0,0
1699,0,1,0,283,11,0,0,0,0,0,0
1839,0,0,1,2343,3,0,0,0,0,0,0
4036,0,0,0,1521,19,0,1,0,0,0,0
566,0,0,0,390,20,1,0,0,0,0,0
1283,0,0,1,2148,18,0,0,0,0,0,0
2785,0,0,1,828,9,0,0,0,0,0,0
849,0,0,0,3784,11,0,0,0,0,0,0
3692,0,0,1,6169,13,0,0,0,0,0,0
3305,0,0,0,1120,7,0,0,0,0,0,0
1819,0,0,0,6592,5,0,0,0,0,0,0
4042,0,0,1,3268,16,0,0,0,0,0,0
3907,0,0,1,3810,11,0,0,0,0,0,0
1736,0,1,0,1492,17,0,0,0,0,0,0
3224,0,0,0,1195,9,0,0,0,0,0,0
2308,1,0,0,904,13,0,0,0,0,0,0
1207,0,0,0,474,34,0,0,0,0,0,1
1940,0,0,0,633,9,0,0,0,0,0,0
2914,0,0,1,2546,9,0,0,0,0,0,0
2423,0,0,0,2469,4,0,0,0,0,0,0
4374,0,0,1,960,5,0,0,0,0,0,0
2784,0,0,0,2706,10,0,0,0,0,0,0
3142,0,0,1,4934,5,0,0,0,0,0,0
4500,0,0,0,2678,16,0,0,0,0,0,0
2167,0,0,0,2547,13,0,0,0,0,0,1
1383,0,0,0,1966,15,0,0,0,0,0,0
949,0,0,0,967,2,0,0,0,0,1,0
2362,0,0,1,636,11,0,0,0,0,0,0
2300,0,0,0,3250,21,0,0,0,0,0,0
751,0,0,0,351,25,1,0,0,0,0,0
2724,0,0,0,1546,17,0,0,0,0,0,0
5720,0,0,1,2352,13,0,0,0,0,0,0
5729,0,0,1,2067,9,0,0,0,0,0,0
845,0,0,1,2766,28,0,0,0,0,0,0
1282,0,1,0,1296,12,0,0,0,0,0,0
1954,0,0,0,2206,11,0,0,0,0,0,0
2942,0,0,0,3547,12,0,1,0,0,0,0
1484,0,0,1,2148,8,0,0,0,0,0,0
3621,0,0,0,1707,11,0,0,0,0,0,0
5483,1,0,0,1681,12,0,0,0,0,0,0
1150,0,0,0,1841,19,0,0,0,0,0,0
1071,0,0,1,2290,26,0,0,0,0,0,0
4774,0,0,1,1756,20,0,0,0,0,0,0
2248,0,0,0,2168,1,0,0,0,0,0,0
3164,0,0,0,1355,11,0,0,0,0,0,0
1015,0,0,0,794,10,1,0,0,0,0,0
1463,0,0,0,2969,13,0,0,0,0,0,0
2796,0,0,0,2282,11,0,0,0,0,0,0
2777,0,0,0,858,12,0,0,0,0,0,0
3699,0,0,0,1315,21,0,1,0,0,0,0
1148,0,0,0,1840,5,0,0,0,0,0,0
390,0,0,1,1790,17,0,0,0,0,0,0
3198,0,0,1,474,11,0,0,0,0,0,0
3000,0,0,0,6068,6,0,0,0,0,0,0
1060,0,0,1,2048,21,0,0,0,0,0,0
5904,0,0,0,4696,16,0,0,0,0,0,0
1209,0,0,0,2766,8,0,0,0,0,0,0
361,0,0,0,866,8,1,0,0,0,0,0
1026,0,0,1,5858,8,0,0,0,0,0,0
319,0,0,0,1036,32,0,0,0,0,0,0
750,0,0,0,1615,25,0,0,0,0,0,0
1292,0,0,0,1418,14,0,0,0,0,0,0
1124,0,0,0,1236,19,0,0,1,0,0,0
780,0,0,0,404,23,0,0,0,0,0,0
2927,0,0,0,2525,18,0,0,0,0,0,0
1368,0,0,0,277,22,1,0,0,0,0,0
1613,0,0,0,1273,9,0,0,0,0,1,0
2106,0,0,0,571,16,0,1,0,0,0,0
1316,0,1,0,2659,3,0,0,0,0,0,0
3094,0,0,0,2463,24,0,0,0,0,0,0
2670,0,0,0,2522,16,0,0,0,0,0,0
1939,0,0,0,1492,15,0,0,0,0,0,0
4420,0,1,0,895,3,0,0,0,0,0,0
1608,0,0,0,706,21,0,0,0,0,0,0
1159,0,0,0,993,5,0,0,0,0,0,0
4621,0,0,1,2226,6,0,0,0,0,0,0
2106,0,1,0,1440,9,0,0,0,0,0,0
1889,0,0,1,1734,20,0,0,0,0,0,0
4189,0,0,1,631,20,0,0,0,0,0,0
3682,0,0,1,4200,14,0,0,0,0,0,0
234,0,0,0,2242,14,0,0,0,0,0,0
5974,0,0,0,1566,9,0,0,0,0,0,0
4560,0,0,1,1325,8,0,0,0,0,0,0
1008,0,0,0,1917,21,0,0,0,0,0,0
955,0,0,0,607,9,1,0,0,0,0,0
3562,0,0,0,2835,17,0,1,0,0,0,0
2173,0,0,0,272,14,0,0,0,0,0,0
5792,0,0,1,3093,4,0,0,0,0,0,0
658,1,0,0,1422,8,0,0,0,0,0,0
2496,0,1,0,768,14,0,0,0,0,0,0
376,0,0,0,2079,22,0,0,0,0,0,0
845,0,0,0,644,34,0,0,0,0,0,0
4198,0,0,0,2133,12,0,0,0,0,0,0
1106,0,0,0,2448,14,0,0,0,0,0,0
3276,0,0,0,2724,11,0,0,0,0,0,0
1595,0,1,0,153,6,0,0,0,0,0,0
4838,0,0,1,2942,7,0,0,0,0,0,0
5156,0,0,1,566,8,0,0,0,0,0,0
2363,0,1,0,1482,7,0,0,0,0,0,0
1468,0,0,0,2259,15,0,0,0,0,0,1
1040,0,0,1,876,13,0,0,0,0,0,0
3221,0,0,0,1914,29,0,0,0,0,0,0
1224,0,0,0,1277,7,0,0,0,0,0,0
2430,0,1,0,1539,3,0,0,0,0,0,0
1584,0,0,0,1099,19,0,0,0,0,0,0
3336,0,0,1,192,4,0,0,0,0,0,0
1026,0,0,0,541,13,0,0,0,0,0,0
2066,0,0,0,1725,2,0,0,0,0,0,0
1399,0,0,0,955,8,0,0,0,0,0,0
4395,0,0,1,738,13,0,0,0,0,0,0
2285,0,0,0,2115,22,0,0,0,0,0,0
607,0,0,0,553,1,0,0,0,0,0,0
1890,0,0,0,2039,17,0,0,0,0,0,0
1296,0,1,0,1802,13,0,0,0,0,0,0
1120,0,0,0,323,17,0,0,0,0,0,0
1503,0,0,0,2812,14,0,0,0,0,0,0
2911,0,0,0,2793,13,0,0,0,0,0,0
1132,0,0,0,1233,14,0,0,0,0,0,0
3371,0,1,0,2121,4,0,0,0,0,0,0
1637,0,0,0,1473,36,0,0,0,0,0,1
2486,0,0,0,1282,27,0,0,0,0,0,0
1892,0,0,0,757,8,0,0,0,0,0,0
1687,0,0,1,1565,13,0,0,0,0,0,0
932,0,0,0,1894,11,0,0,0,0,0,0
1595,0,1,0,792,5,0,0,0,0,0,0
1906,0,0,0,616,19,0,0,0,0,0,0
3923,0,1,0,2405,8,0,0,0,0,0,0
2115,0,0,0,2776,11,0,1,0,0,0,0
1124,0,0,0,4342,15,0,0,0,0,0,0
1767,0,0,0,1325,33,0,0,0,0,0,0
2482,0,0,0,751,19,0,0,0,0,0,0
1594,0,0,0,1900,9,0,0,0,0,0,0
2656,0,0,0,1943,20,0,0,0,0,0,0
5221,0,0,0,2778,8,0,0,0,0,0,0
1939,0,0,0,2134,11,0,0,0,0,0,0
3154,0,0,0,2526,7,0,0,0,0,0,0
752,0,0,0,1259,22,0,0,0,0,0,0
553,0,0,0,1940,12,0,0,0,0,0,0
2352,0,0,0,1866,16,0,0,0,0,0,0
2227,0,0,0,1651,17,0,0,0,0,0,0
2554,0,0,0,2771,18,0,0,0,0,0,0
3433,0,0,0,3021,17,0,0,0,0,0,0
1517,0,0,1,2694,6,0,0,0,0,0,0
1777,0,0,0,1237,26,0,0,0,0,0,0
1206,0,0,1,1050,14,0,0,0,0,0,0
3861,1,0,0,1855,15,0,0,0,0,0,0
2125,0,0,1,1071,13,0,0,0,0,0,0
2280,0,0,0,1465,14,0,0,1,0,0,0
5763,0,0,0,2484,18,0,0,0,0,0,0
3391,0,0,1,1981,12,0,0,0,0,0,0
5281,0,0,0,5799,7,0,0,0,0,0,0
1774,0,0,0,2619,9,0,0,0,0,0,0
1150,0,0,0,942,11,0,0,0,0,0,0
2315,0,0,0,1818,30,0,0,0,0,0,0
684,0,0,0,1765,19,0,0,0,0,0,0
3078,1,0,0,1786,16,0,0,0,0,0,0
1622,0,0,0,2979,13,0,0,1,0,0,0
972,0,0,0,2292,25,0,0,0,0,0,0
2557,0,0,0,911,15,0,0,0,0,0,0
1650,0,0,0,960,38,0,0,0,0,0,0
3781,0,0,0,2088,15,0,0,0,0,0,0
3453,0,0,0,2910,10,0,0,0,0,0,0
959,0,0,0,792,30,0,0,0,0,0,1
4624,0,0,0,342,6,0,0,1,0,0,0
2536,0,0,0,2764,15,0,0,0,0,0,0
2912,0,0,0,2135,23,0,0,0,0,0,0
2116,0,0,0,1353,19,0,0,0,0,0,0
3301,0,0,0,1867,19,0,0,0,0,0,0
849,0,0,0,1332,34,0,0,0,0,0,0
1020,0,0,0,841,32,0,0,0,0,0,0
2105,0,0,0,2341,13,0,0,0,0,0,0
4629,0,0,1,3878,22,0,0,0,0,0,0
2496,0,1,0,446,9,0,0,0,0,0,0
4129,0,0,1,499,6,0,0,0,0,0,0
2356,0,0,0,902,16,0,0,0,0,0,0
2627,0,0,1,1909,2,0,0,0,0,0,0
5196,0,0,0,1236,10,0,0,0,0,0,0
1595,0,0,0,2647,14,0,0,0,0,0,0
2379,0,0,0,771,21,0,0,0,0,0,0
972,0,0,0,886,27,0,0,0,0,0,0
1708,0,1,0,1114,7,0,0,0,0,0,0
1348,0,1,0,466,6,0,0,0,0,0,0
4428,0,1,0,3681,3,0,0,0,0,0,0
1974,0,0,0,2483,11,0,0,0,0,0,0
3946,0,0,0,2586,18,0,0,0,0,0,0
4683,0,0,0,4784,26,0,0,0,0,0,0
3027,0,0,0,1020,6,0,0,0,0,0,0
5598,1,0,0,2139,2,0,0,0,0,0,0
541,0,1,0,2845,13,0,0,0,0,0,0
6092,1,0,0,1507,4,0,0,0,0,0,0
3360,0,0,1,3872,9,0,0,0,0,0,0
1132,0,0,0,2135,19,0,0,0,0,0,0
3926,1,0,0,1591,19,0,0,0,0,0,0
1822,0,0,0,2843,3,0,0,0,0,0,0
2580,0,0,0,2496,9,0,0,0,0,0,0
258,0,0,0,1533,32,1,0,0,0,0,0
270,0,0,0,745,17,1,0,0,0,0,0
1965,0,0,1,916,17,0,0,0,0,0,0
2260,0,0,1,1802,5,0,0,0,0,0,0
1302,0,0,0,1203,8,0,0,0,0,0,0
1292,0,0,0,799,25,0,0,0,0,0,0
516,0,1,0,1209,4,0,0,0,0,0,0
3409,0,1,0,3987,7,0,0,0,0,0,0
1803,0,0,0,2084,24,0,0,0,0,0,0
752,0,0,1,1610,8,0,0,0,0,0,0
3546,0,0,0,2207,10,0,0,1,0,0,0
658,0,0,0,283,31,1,0,0,0,0,0
2313,0,0,0,2089,11,0,0,0,0,0,0
4843,1,0,0,2335,8,0,0,0,0,0,0
1296,0,0,0,1517,34,0,0,0,0,0,0
1129,0,0,0,1142,29,0,0,0,0,0,0
2252,0,1,0,3822,17,0,0,0,0,0,0
1482,0,0,0,1679,6,0,0,0,0,0,0
957,0,0,1,5686,5,0,0,0,0,0,0
3379,0,0,0,492,11,0,0,1,0,0,0
3996,0,0,1,6129,6,0,0,0,0,0,0
4431,0,0,1,1302,25,0,0,0,0,0,0
2864,0,0,0,3371,11,0,0,0,0,0,0
6885,0,0,0,2754,10,0,0,0,0,0,0
3055,0,0,1,2029,11,0,0,0,0,0,0
1403,0,0,0,3585,6,0,0,0,0,0,0
2250,0,0,0,2022,24,0,0,0,0,1,0
1765,0,0,1,2864,24,0,0,0,0,0,0
2919,0,0,0,3036,19,0,0,0,0,0,0
2689,0,0,0,2522,31,0,0,0,0,0,0
1473,0,0,0,1536,20,0,0,0,0,0,0
324,1,0,0,1263,20,0,0,0,0,0,0
1101,0,0,0,1477,22,0,0,0,0,0,0
997,0,0,1,1883,12,0,0,0,0,0,0
2374,0,0,0,1839,22,0,0,0,0,0,1
503,0,0,0,808,24,0,0,0,0,0,0
4034,0,0,0,3996,11,0,0,1,0,0,0
2802,0,1,0,693,9,0,0,0,0,0,0
5407,0,0,0,6169,10,0,0,0,0,0,0
4392,0,0,1,3211,8,0,0,0,0,0,0
1480,0,0,1,1506,7,0,0,0,0,0,0
150,1,0,0,4648,15,0,0,0,0,0,0
3425,0,0,1,4604,7,0,0,0,0,0,0
854,0,0,0,1248,21,1,0,0,0,0,0
408,0,0,0,603,11,0,0,0,0,0,0
2126,1,0,0,1146,11,0,0,0,0,0,0
3102,0,0,0,607,20,0,0,0,0,0,0
2839,0,1,0,2730,12,0,0,0,0,0,0
2579,0,0,0,1350,9,0,0,0,0,0,0
5009,0,0,1,470,10,0,0,0,0,0,0
1107,0,0,0,1293,7,0,0,0,0,0,0
3227,0,0,1,1425,12,0,0,0,0,0,0
285,0,0,0,875,21,1,0,0,0,0,0
2821,0,0,0,1812,5,0,0,0,0,0,0
1593,0,0,0,1362,6,0,0,0,0,0,0
2674,0,0,0,1323,7,0,1,0,0,0,0
3207,0,0,0,2906,30,0,1,0,0,0,0
5182,0,0,1,752,21,0,0,0,0,0,0
2037,0,0,1,2010,11,0,0,0,0,0,0
1312,1,0,0,3250,21,0,0,0,0,0,0
594,0,0,0,1080,10,0,0,0,0,0,0
6198,0,0,1,3492,12,0,0,0,0,0,0
1574,0,0,0,2612,24,0,0,0,0,0,0
5560,0,0,1,4536,18,0,0,0,0,0,0
1027,0,0,0,1299,13,1,0,0,0,0,0
1510,0,0,0,2720,20,0,0,0,0,0,0
4830,1,0,0,2012,5,0,0,0,0,0,0
2263,0,0,0,1425,14,0,0,0,0,0,0
3415,0,0,1,2590,16,0,0,0,0,0,0
967,0,1,0,836,13,0,0,0,0,0,0
3889,0,0,1,1954,6,0,0,0,0,0,0
335,0,0,0,642,25,1,0,0,0,0,0
541,0,0,1,1465,14,0,0,0,0,0,0
576,0,0,0,400,35,1,0,0,0,0,0
4562,0,0,0,2546,12,0,0,0,0,0,0
4523,0,0,0,1965,2,0,0,0,0,0,0
2130,0,0,0,1106,5,0,0,0,0,0,0
1624,0,0,0,1177,12,0,0,0,0,0,0
3621,1,0,0,600,9,0,0,0,0,0,0
4561,0,0,1,2792,8,0,0,0,0,0,0
997,0,0,1,2022,10,0,0,0,0,0,0
1006,0,0,0,361,32,1,0,0,0,0,0
474,0,0,0,190,36,1,0,0,0,0,0
2679,0,0,1,815,14,0,0,0,0,0,0
1943,0,0,0,3529,10,0,0,0,0,0,0
1050,0,0,0,1150,23,0,0,0,0,0,0
4224,0,0,0,4096,6,0,0,0,0,1,0
1348,0,0,0,1142,24,0,0,0,0,0,0
912,1,0,0,671,21,0,0,0,0,0,0
907,0,0,1,1852,7,0,0,0,0,0,0
2597,0,0,1,2015,18,0,0,0,0,0,0
